project,tool,command
      # execution compatible, do not run them for now.
      - "//src/test/kotlin/io/bazel/kotlin:KotlinJvmAssociatesBasicVisibilityTest"
      - "//src/test/kotlin/io/bazel/kotlin:KotlinJvmBasicAssertionTest"
    test_flags:
      # Override the default worker strategy for remote builds (worker strategy
      # cannot be used with remote builds)
      - "--strategy=KotlinCompile=remote"
  macos:
    test_targets:
      - "//:all_tests"
  example-android:
    name: "Example - Android"
    platform: ubuntu1804
    working_directory: examples/android
    test_targets:
      - //...
  example-associates:
    name: "Example - Associates"
    platform: ubuntu1804
    working_directory: examples/associates
    test_targets:
      - //...
  example-anvil:
    name: "Example - Anvil"
    platform: ubuntu1804
    working_directory: examples/anvil
    test_targets:
      - //...
  example-plugins:
    name: "Example - Plugins"
    platform: ubuntu1804
    working_directory: examples/plugin
    test_targets:
      - //...
  examples-trivial-ubuntu1804:
    name: "Example - Trivial (Ubuntu 18.04)"
    platform: ubuntu1804
    working_directory: examples/trivial
    include_json_profile:
      - build
      - test
    build_targets:
      - //...
    test_targets:
      - //...
  examples-trivial-windows:
    name: "Example - Trivial (Windows)"
    platform: windows
    working_directory: examples/trivial
    include_json_profile:
      - build
      - test
    build_targets:
      - //...
    test_flags:
      - "--enable_runfiles"
    test_targets:
      - //...
  examples-dagger:
    name: "Example - Dagger"
    platform: ubuntu1804
    working_directory: examples/dagger
    include_json_profile:
      - build
      - test
    build_targets:
      - //...
  examples-nodejs:
    name: Example - Node
    platform: ubuntu1804
    working_directory: examples/node
    include_json_profile:
      - build
      - test
    build_targets:
      - //coroutines-helloworld/...
      - //express/...
  example-jetpack-compose:
    name: "Example - Jetpack Compose"
    platform: ubuntu1804
    working_directory: examples/jetpack_compose
    test_targets:
      - //...
  stardoc:
    name: Stardoc api documentation
    platform: ubuntu1804
    build_targets:
      - //kotlin:stardoc
  ktlint:
    name: KtLint
    platform: ubuntu1804
    test_targets:
      - //...
    test_flags:
      - "--test_tag_filters=ktlint"
      - "--test_output=errors"

chipsalliance_verible,github-actions,key: clang-tidy-${{ steps.cache_timestamp.outputs.time }}
chipsalliance_verible,github-actions,cache
chipsalliance_verible,github-actions,"
chipsalliance_verible,github-actions,cache_${{ matrix.mode }}_${{ steps.cache_timestamp.outputs.time }}
chipsalliance_verible,github-actions,cache_${{ matrix.mode }}_
chipsalliance_verible,github-actions,.sh
chipsalliance_verible,github-actions,-out/_coverage/_coverage_report.dat
chipsalliance_verible,github-actions,.sh
chipsalliance_verible,github-actions,cache
chipsalliance_verible,github-actions,_runner"
chipsalliance_verible,github-actions,cache_macos_${{ steps.cache_timestamp.outputs.time }}
chipsalliance_verible,github-actions,cache_macos_
chipsalliance_verible,github-actions,test --test_output=errors --cxxopt=-Wno-range-loop-analysis //...
chipsalliance_verible,github-actions,cache
chipsalliance_verible,github-actions,_runneradmin"
chipsalliance_verible,github-actions,cache_windows2_${{ steps.cache_timestamp.outputs.time }}
chipsalliance_verible,github-actions,cache_windows2_
chipsalliance_verible,github-actions,directory settings
chipsalliance_verible,github-actions,info
chipsalliance_verible,github-actions,test --test_output=errors //...
chipsalliance_verible,github-actions,build -c opt :install-binaries
chipsalliance_verible,github-actions,run -c opt :install -- "c:/verible-${VERSION}-win64"
chipsalliance_verible,github-actions,to let go of the filedescriptors in the
chipsalliance_verible,github-actions,run: |
chipsalliance_verible,github-actions,shutdown
chipsalliance_verible,github-actions,_runneradmin/*/install
chipsalliance_verible,github-actions,_runneradmin/*/java.log
emer_emergent,github-actions,:
emer_emergent,github-actions,action cache
emer_emergent,github-actions,"
emer_emergent,github-actions,- name: Mount bazel repo cache
emer_emergent,github-actions,-repo"
emer_emergent,github-actions,-repo
emer_emergent,github-actions,test //...
emer_emergent,github-actions,to here, ensure it is under .cache dir.
emer_emergent,github-actions,-repo
emer_emergent,github-actions,rc test //...
uber_ios-snapshot-test-case,github-actions,test runner
thought-machine_please,circleci,_compat/BUILD" }}
thought-machine_please,circleci,_compat/BUILD" }}
thought-machine_please,circleci,_compat/BUILD" }}
thought-machine_please,circleci,_compat/BUILD" }}
thought-machine_please,circleci,_compat/BUILD" }}
thought-machine_please,circleci,_compat/BUILD" }}
thought-machine_please,circleci,_compat/BUILD" }}
thought-machine_please,circleci,_compat/BUILD" }}
rabbitmq_rabbitmq-server,github-actions,index 62514c79af..5dc3169c75 100644
rabbitmq_rabbitmq-server,github-actions,+++ b/WORKSPACE.bazel
rabbitmq_rabbitmq-server,github-actions,-erlang",
rabbitmq_rabbitmq-server,github-actions,-erlang-1.4.0",
rabbitmq_rabbitmq-server,github-actions,-erlang/archive/refs/tags/1.4.0.zip"],
rabbitmq_rabbitmq-server,github-actions,-erlang//:ct_sharded.bzl", "ct_suite", "ct_suite_variant")
rabbitmq_rabbitmq-server,github-actions,index bbc541b766..9290f13053 100644
rabbitmq_rabbitmq-server,github-actions,+++ b/MODULE.bazel
rabbitmq_rabbitmq-server,github-actions,_dep(
rabbitmq_rabbitmq-server,github-actions,_dep(
rabbitmq_rabbitmq-server,github-actions,_dep(
rabbitmq_rabbitmq-server,github-actions,Cache
rabbitmq_rabbitmq-server,github-actions,run: |
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,isk info release
rabbitmq_rabbitmq-server,github-actions,isk build :package-generic-unix \
rabbitmq_rabbitmq-server,github-actions,-bin/package-generic-unix.tar.xz \
rabbitmq_rabbitmq-server,github-actions,Based Workflows
rabbitmq_rabbitmq-server,github-actions,/buildozer
rabbitmq_rabbitmq-server,github-actions,| buildozer 'print sha256' -:${{ matrix.name }})"
rabbitmq_rabbitmq-server,github-actions,| buildozer 'print version' -:${{ matrix.name }})"
rabbitmq_rabbitmq-server,github-actions,echo "$(cat MODULE.bazel | buildozer 'set version "${{ steps.fetch-version.outputs.VERSION }}"' -:${{ matrix.name }})" > MODULE.bazel
rabbitmq_rabbitmq-server,github-actions,Execution Logs
rabbitmq_rabbitmq-server,github-actions,label representing the test target'
rabbitmq_rabbitmq-server,github-actions,-cache-analysis
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,isk test ${{ github.event.inputs.target }} \
rabbitmq_rabbitmq-server,github-actions,-cache-analysis
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,isk test ${{ github.event.inputs.target }} \
rabbitmq_rabbitmq-server,github-actions,path: bazel
rabbitmq_rabbitmq-server,github-actions,"
rabbitmq_rabbitmq-server,github-actions,- name: BUILD EXECLOG PARSER
rabbitmq_rabbitmq-server,github-actions,run: |
rabbitmq_rabbitmq-server,github-actions,isk build src/tools/execlog:parser
rabbitmq_rabbitmq-server,github-actions,-bin/src/tools/execlog/parser \
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,version
rabbitmq_rabbitmq-server,github-actions,'
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,isk info release
rabbitmq_rabbitmq-server,github-actions,isk test //... \
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,isk test //... \
rabbitmq_rabbitmq-server,github-actions,Based Workflows
rabbitmq_rabbitmq-server,github-actions,/buildozer
rabbitmq_rabbitmq-server,github-actions,| buildozer 'print sha256' -:${{ matrix.name }})"
rabbitmq_rabbitmq-server,github-actions,| buildozer 'print version' -:${{ matrix.name }})"
rabbitmq_rabbitmq-server,github-actions,echo "$(cat MODULE.bazel | buildozer 'set version "${{ steps.fetch-version.outputs.VERSION }}"' -:${{ matrix.name }})" > MODULE.bazel
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,version
rabbitmq_rabbitmq-server,github-actions,'
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,isk test //... \
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,query 'attr(tags, "mixed-version-cluster", attr(tags, "exclusive", tests(//...)))')
rabbitmq_rabbitmq-server,github-actions,isk test $MIXED_EXCLUSIVE_TESTS \
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,/platforms:erlang_linux_git_master_platform
rabbitmq_rabbitmq-server,github-actions,isk info release
rabbitmq_rabbitmq-server,github-actions,isk test //... \
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,version
rabbitmq_rabbitmq-server,github-actions,'
rabbitmq_rabbitmq-server,github-actions,Cache
rabbitmq_rabbitmq-server,github-actions,run: |
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,isk run packaging/docker-image:rabbitmq \
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,isk info release
rabbitmq_rabbitmq-server,github-actions,isk test //... ^
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,isk test //deps/rabbitmq_peer_discovery_aws:integration_SUITE \
rabbitmq_rabbitmq-server,github-actions,-bin/package-generic-unix.tar.xz
rabbitmq_rabbitmq-server,github-actions,:
rabbitmq_rabbitmq-server,github-actions,otp_version_id: 25_0
rabbitmq_rabbitmq-server,github-actions,otp_version_id: 25_1
rabbitmq_rabbitmq-server,github-actions,Cache
rabbitmq_rabbitmq-server,github-actions,run: |
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,rc
rabbitmq_rabbitmq-server,github-actions,_rules_docker//transitions:enable=false
rabbitmq_rabbitmq-server,github-actions,isk build :otp_version :elixir_version \
rabbitmq_rabbitmq-server,github-actions,/platforms:erlang_linux_${{ matrix.otp_version_id }}_platform
rabbitmq_rabbitmq-server,github-actions,-bin/otp_version.txt)" >> $GITHUB_OUTPUT
rabbitmq_rabbitmq-server,github-actions,-bin/elixir_version.txt)" >> $GITHUB_OUTPUT
rabbitmq_rabbitmq-server,github-actions,/buildozer
rabbitmq_rabbitmq-server,github-actions,isk build //packaging/docker-image:rabbitmq \
rabbitmq_rabbitmq-server,github-actions,query 'tests(//packaging/docker-image/...)')
rabbitmq_rabbitmq-server,github-actions,isk test ${OCI_TESTS} \
rabbitmq_rabbitmq-server,github-actions,isk run //packaging/docker-image:rabbitmq \
rabbitmq_rabbitmq-server,github-actions,/packaging/docker-image:rabbitmq \
rabbitmq_rabbitmq-server,github-actions,/packaging/docker-image:rabbitmq \
jpsim_SourceKitten,github-actions,on:
jpsim_SourceKitten,github-actions,isk info workspace)
jpsim_SourceKitten,github-actions,isk build sourcekitten
jpsim_SourceKitten,github-actions,run: go install github.com/bazelbuild/bazelisk@latest
jpsim_SourceKitten,github-actions,isk build sourcekitten
jesec_rtorrent,github-actions,:
jesec_rtorrent,github-actions,- run: sudo chmod +x /usr/local/bin/bazel
jesec_rtorrent,github-actions,coverage --instrument_test_targets --collect_code_coverage --combined_report=lcov --test_output=all //...
jesec_rtorrent,github-actions,-out/_coverage
jesec_rtorrent,github-actions,-clang:
jesec_rtorrent,github-actions,- run: sudo chmod +x /usr/local/bin/bazel
jesec_rtorrent,github-actions,test --config=clang -s //...
jesec_rtorrent,github-actions,build --config=clang -s rtorrent-deb
jesec_rtorrent,github-actions,-bin/rtorrent-deb.deb rtorrent.deb
jesec_rtorrent,github-actions,-clang
jesec_rtorrent,github-actions,| sed s/-jc+master/-jc-$release/ | sed s/100master/${release:1}/ > BUILD.versioned
jesec_rtorrent,github-actions,# - name: Set up QEMU
jesec_rtorrent,github-actions,| sed s/-jc+master/-jc+`date +%s`-`git rev-parse --short HEAD`/ | sed s/100master/`date +%s`.`git rev-parse --short HEAD`/ > BUILD.versioned
jesec_rtorrent,github-actions,# - name: Set up QEMU
jesec_rtorrent,github-actions,:
jesec_rtorrent,github-actions,- run: sudo chmod +x /usr/local/bin/bazel
jesec_rtorrent,github-actions,test -s //...
jesec_rtorrent,github-actions,build -s //...
jesec_rtorrent,github-actions,-bin/rtorrent rtorrent
jesec_rtorrent,github-actions,runs-on: macos-latest
grpc_grpc,github-actions,Tests
grpc_grpc,github-actions,-cache
grpc_grpc,github-actions,read/write caching
grpc_grpc,github-actions,read-only caching
grpc_grpc,github-actions,test --test_output=errors $BAZEL_CACHE $BAZEL_CACHE_AUTH ... ${{ matrix.flags }}
grpc_grpc,github-actions,/linux@sha256:05a41edee21f620445ca01c46b9d33be2e4d06c3d8adced4341ac5abea754baa
grpc_grpc,github-actions,-cache --google_default_credentials
grpc_grpc,github-actions,-bin/cmake/test_generated_files --fix
grpc_grpc,github-actions,build
grpc_grpc,github-actions,uses: actions/cache@v3
grpc_grpc,github-actions,-cache
grpc_grpc,github-actions,# formattedTime here is like 2021323 - the year concatenated with the week then
grpc_grpc,buildkite,# Configuration file for Bazel CI [1].
#
# Also testing on Bazel CI in addition of our normal CI workflow
# ensures that gRPC is tested against Bazel@HEAD and stays compatible
# with the latest release.
#
# See [2,3] in case you have questions.
#
# [1] https://github.com/bazelbuild/continuous-integration
# [2] https://github.com/grpc/grpc/issues/19171
# [3] https://github.com/grpc/grpc/pull/20784
---
# TODO(yannic): Ideally, we should also enable buildifier and all platforms should test `//...`.
tasks:
  ubuntu1804:
    build_targets:
      - //:all
      - //src/proto/...
      - //src/python/...
    test_targets:
      - //:all
      - //src/proto/...
      - //src/python/...

grpc_grpc,buildkite,---
tasks:
  ubuntu:
    platform: ubuntu1804
    shell_commands:
    - "sudo apt -y update && sudo apt -y install libreadline-dev cmake"
    test_targets:
    - //...
  macos:
    platform: macos
    test_targets:
    - //...

thesayyn_protoc-gen-ts,github-actions,rc
nanopb_nanopb,github-actions,on:
nanopb_nanopb,github-actions,cache
nanopb_nanopb,github-actions,"
nanopb_nanopb,github-actions,- name: Test
nanopb_nanopb,github-actions,isk test //...
nanopb_nanopb,github-actions,isk build //...
google_flatbuffers,buildkite,---
buildifier: latest
platforms:
  ubuntu1804:
    environment:
      CC: clang
      SWIFT_VERSION: "5.5.3"
      SWIFT_HOME: "$HOME/swift-$SWIFT_VERSION"
      PATH: "$PATH:$SWIFT_HOME/usr/bin"
    shell_commands:
      - "echo --- Downloading and extracting Swift $SWIFT_VERSION to $SWIFT_HOME"
      - "mkdir $SWIFT_HOME"
      - "curl https://download.swift.org/swift-${SWIFT_VERSION}-release/ubuntu1804/swift-${SWIFT_VERSION}-RELEASE/swift-${SWIFT_VERSION}-RELEASE-ubuntu18.04.tar.gz | tar xvz --strip-components=1 -C $SWIFT_HOME"
    build_targets:
    - "//..."
    test_targets:
    - "//..."
  ubuntu2004:
    environment:
      CC: clang
      SWIFT_VERSION: "5.5.3"
      SWIFT_HOME: "$HOME/swift-$SWIFT_VERSION"
      PATH: "$PATH:$SWIFT_HOME/usr/bin"
    shell_commands:
      - "echo --- Downloading and extracting Swift $SWIFT_VERSION to $SWIFT_HOME"
